,HBCU,INSTNM,BBRR4_FED_PELL_DFLT,BBRR4_FED_PELL_PAIDINFULL,PELL_DEBT_MDN,COSTT4_A,ADM_RATE,C150_4_PELL,RET_FT4,MD_EARN_WNE_P6
5734,0.0,KCK Beauty & Barber Academy,PS,PS,,,,,,
5735,0.0,California College of Barbering and Cosmetology,PS,PS,6045.0,,,,,
5736,0.0,Texas Tech University Health Sciences Center-El Paso,PS,PS,12500.0,,,,,
5737,0.0,Ponce Health Sciences University-Centro Universitario de San Juan,<=0.10,<=0.10,,,,,,
5738,0.0,The College of Health Care Professions-South San Antonio,0.15-0.19,0.05-0.09,9495.0,,,,,31970.0
5739,0.0,Innovate Salon Academy,PS,PS,6333.0,,,,,25918.0
5740,0.0,Chamberlain University-Louisiana,0.04,0.08,16750.0,36209.0,0.8,,0.5,84533.0
5741,0.0,Drury University-College of Continuing Professional Studies,0.15-0.19,0.05-0.09,13397.0,20255.0,,0.2368,0.8462,37508.0
5742,0.0,Global Medical & Technical Training Institute,PS,PS,,,,,,
5743,0.0,Salon Success Academy-West Covina,PS,PS,7116.0,,,,,20927.0
5744,0.0,Indiana Institute of Technology-College of Professional Studies,0.29-0.30,0.03-0.04,13781.0,25603.0,,,0.4419,29717.0
5745,0.0,Advantage Technical College,PS,PS,,,,,,23272.0
5746,0.0,Institute of Culinary Education,0.10-0.19,0.10-0.19,3972.0,,,,,36663.0
5747,0.0,Universal Technical Institute-Bloomfield,0.26,0.07,11563.0,,,,,47254.0
5748,0.0,Gould's Academy,PS,PS,7767.0,,,,,21247.0
5749,0.0,Urban Academy of Beauty,PS,PS,8028.0,,,,,20360.0
5750,0.0,WellSpring School of Allied Health-Springfield,<=0.20,<=0.20,7917.0,,,,,28506.0
5751,0.0,Medical Career College of Northern California,PS,PS,,31639.0,0.6667,,,
5752,0.0,Premiere International College,PS,PS,,55247.0,,,,
5753,0.0,San Diego Global Knowledge University,PS,PS,,,,,0.9091,
5754,0.0,Global Tech College,PS,PS,,15949.0,,,,
5755,0.0,Crown Cutz Academy Bristol,PS,PS,,,,,,
5756,0.0,MCI,PS,PS,,,,,,
5757,0.0,Central Pennsylvania Diesel Institute,PS,PS,,,,,,
5758,0.0,Bellasa Professional Institute,PS,PS,,,,,,
5759,0.0,PMCA Pittsburgh Multicultural Cosmetology Academy,PS,PS,,,,,,
5760,0.0,Health and Technology Training Institute,PS,PS,,,,,,
5761,0.0,Yeshiva of Ocean,PS,PS,,14550.0,0.64,,0.6667,
5762,0.0,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,PS,PS,,25625.0,,,0.9412,
5763,0.0,Young Americans College of the Performing Arts,PS,PS,,37205.0,0.4,,,
5764,0.0,Pro Beauty Academy,PS,PS,5500.0,,,,,
5765,0.0,South Eastern Beauty Academy,PS,PS,,,,,,
5766,0.0,Ohel Margulia Seminary,PS,PS,,14100.0,0.9578,,,
5767,0.0,Montana Barber Institute,PS,PS,,,,,,
5768,0.0,Yeshivat Hechal Shemuel,PS,PS,,18180.0,1.0,,0.6667,
5769,0.0,Professional University Dr. Carlos J. Borrero Rios,PS,PS,,,,,,
5770,0.0,American Institute of Healthcare & Technology,PS,PS,,,,,,
5771,0.0,Premier Academy of Cosmetology,PS,PS,,,,,,
5772,0.0,Yeshiva Gedolah of Woodlake Village,PS,PS,,14475.0,0.8333,,0.5313,
5773,0.0,Yeshiva Gedola Tiferes Yaakov Yitzchok,PS,PS,,19000.0,0.625,,0.5385,
5774,0.0,Houston Barber School,PS,PS,,,,,,
5775,0.0,Health-Tech Institute of Memphis,PS,PS,,,,,,
5776,0.0,MIXED Institute of Cosmetology & Barber,PS,PS,,,,,,
5777,0.0,Vski Cosmetology School,PS,PS,,,,,,
5778,0.0,New York Seminary,PS,PS,,19571.0,0.7592,,,
5779,0.0,Deluxe Barber College,PS,PS,,,,,,
5780,0.0,Falcon Institute of Health and Science,PS,PS,16610.0,47841.0,1.0,,,
5781,0.0,College Unbound,PS,PS,,25690.0,,,0.8,
5782,0.0,Midwest Barber College,PS,PS,,,,,,
5783,0.0,A Better U Beauty Barber Academy,PS,PS,,,,,,
5784,0.0,SANS Technology Institute,PS,PS,,,,,,
5785,0.0,Tuana European Beauty Academy,,,,,,,,
5786,0.0,Idaho College of Osteopathic Medicine,PS,PS,,,,,,
5787,0.0,Southern Careers Institute-Waco,0.25-0.29,<=0.05,7389.0,,,,,24849.0
5788,0.0,Elevate Salon Institute,PS,PS,6333.0,,,,,29698.0
5789,0.0,Ponce Health Sciences University-St Louis,<=0.10,<=0.10,,,,,,
5790,0.0,Lil Lou's Beauty and Barber College-Hammond,PS,PS,,,,,,15711.0
5791,0.0,Arizona College of Nursing-Dallas,0.20-0.29,<=0.10,9500.0,32261.0,1.0,,0.0,32840.0
5792,0.0,The Salon Professional Academy-Washington DC,PS,PS,6333.0,,,,,29764.0
5793,0.0,Valley College-Cleveland,PS,PS,9429.0,,,,,25548.0
5794,0.0,EDP University of Puerto Rico-Humacao,<=0.10,<=0.10,10000.0,16517.0,0.5758,,,21535.0
5795,0.0,EDP University of Puerto Rico-Manati,<=0.10,<=0.10,10000.0,12974.0,0.8,,,21535.0
5796,0.0,UEI College-Sacramento,0.30-0.39,<=0.10,9433.0,,,,,27374.0
5797,0.0,Fortis Institute-Cookeville,0.20-0.29,<=0.10,10928.0,32340.0,,,,33226.0
5798,0.0,Derech Hachaim Seminary,PS,PS,,16910.0,0.9237,,,
5799,0.0,Evvaylois Academy School of Beauty,PS,PS,,,,,,
5800,0.0,Avenue Five Institute-South Austin Campus,<=0.20,<=0.20,7917.0,,,,,28756.0
5801,0.0,Glasgow Caledonian New York College,PS,PS,,,,,,
5802,0.0,Pima Medical Institute-San Antonio,0.13,0.09,9500.0,,,,,37302.0
5803,0.0,Faith Theological Seminary and Christian College,,,,,,,0.8182,
5804,0.0,The Southwestern Baptist Theological Seminary,,,,,0.732,,0.8182,
5805,0.0,Lotus Professional College,PS,PS,,,,,,
5806,0.0,Christ Mission College,PS,PS,,14398.0,,,0.75,
5807,0.0,Esteem Academy of Beauty,PS,PS,,,,,,
5808,0.0,KC Beauty Academy,PS,PS,,,,,,
5809,0.0,Urshan College,PS,PS,5500.0,13598.0,0.8529,,0.7111,
5810,0.0,Texas Healthtech Institute,PS,PS,,,,,,
5811,0.0,Xtylo Beauty College,PS,PS,,,,,,
5812,0.0,Tonsorial Arts Barber College,PS,PS,,,,,,
5813,0.0,Michael's Barber & Hair Stylist Academy,PS,PS,,,,,,
5814,0.0,Yeshiva Yesoda Hatorah Vetz Chaim,PS,PS,,24800.0,,,0.9706,
5815,0.0,North-West College-San Diego,<=0.20,<=0.20,9319.0,,,,,38921.0
5816,0.0,West Virginia Junior College-United Career Institute,<=0.20,<=0.20,7803.0,21447.0,,,,30544.0
5817,0.0,Aviation Institute of Maintenance-Charlotte,PS,PS,12420.0,28752.0,,,,43954.0
5818,0.0,Ponce Health Sciences University-East,<=0.10,<=0.10,,21969.0,,,1.0,
5819,0.0,Fortis College-Landover,0.20-0.29,<=0.10,9288.0,33398.0,,,,32479.0
5820,0.0,Stautzenberger College-Rockford Career College,0.10-0.19,<=0.10,13194.0,25393.0,,,,28575.0
5821,0.0,WellSpring School of Allied Health-Wichita,<=0.20,<=0.20,7917.0,,,,,28506.0
5822,0.0,Access Careers-Islandia,PS,PS,,,,,,29664.0
5823,0.0,Northern Pennsylvania Regional College,PS,PS,,,,,,
5824,0.0,Apex College of Veterinary Technology,PS,PS,,20850.0,,,,
5825,0.0,Meryma'at Barber College,PS,PS,,,,,,
5826,0.0,Western Maricopa Education Center,PS,PS,,,,,,
5827,0.0,Bais Medrash of Dexter Park,PS,PS,,28850.0,1.0,,0.6,
5828,0.0,Makana Esthetics Wellness Academy,PS,PS,,,,,,
5829,0.0,Oak Valley College,PS,PS,,19990.0,,,0.6667,
5830,0.0,Paul Mitchell the School-San Jose,PS,PS,,,,,,
5831,0.0,Zion Massage College,PS,PS,,,,,,
5832,0.0,Great Lakes Boat Building School,PS,PS,,28613.0,,,,
5833,0.0,Austin Career Institute,PS,PS,,,,,,
5834,0.0,Professional Culinary Academy,PS,PS,,,,,,
5835,0.0,Pacific Northwest Christian College,PS,PS,,12650.0,,,,
5836,0.0,Royal Learning Institute,PS,PS,,,,,,
5837,0.0,Hollywood Cultural College,PS,PS,,,,,,
5838,0.0,Mariano Moreno Culinary Institute,PS,PS,,,,,,
5839,0.0,Alder Graduate School of Education,PS,PS,,,,,,
5840,0.0,Webb's Barber School of Arts,PS,PS,,,,,,
5841,0.0,Adrian H. Wallace Barber Academy,PS,PS,,,,,,
5842,0.0,St. Louis Med Tech,PS,PS,,,,,,
5843,0.0,Total Beauty Institute,PS,PS,,,,,,
5844,0.0,Pearlands Innovative School of Beauty,PS,PS,,,,,,
5845,0.0,Durant Institute of Hair Design,PS,PS,,,,,,
5846,0.0,Premiere Aesthetics Institute,PS,PS,,,,,,
5847,0.0,California Indian Nations College,PS,PS,,,,,,
5848,0.0,Indian Bible College,PS,PS,,13640.0,,,,
5849,0.0,Florida Professional Institute,PS,PS,,,,,,
5850,0.0,The Professional Cosmetology Academy,PS,PS,,,,,,
5851,0.0,Hackensack Meridian School of Medicine,PS,PS,,,,,,
5852,0.0,Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,<=0.20,<=0.20,9486.0,,,,,24619.0
5853,0.0,Paul Mitchell the School-North Tahoe,PS,PS,9500.0,,,,,24122.0
5854,0.0,Paul Mitchell the School-Fort Lauderdale,PS,PS,6492.0,,,,,
5855,0.0,PCI Academy-Iowa City,<=0.20,<=0.20,5439.0,,,,,26492.0
5856,0.0,Larry's Barber College,PS,PS,,,,,,11598.0
5857,0.0,Royal Learning Institute,PS,PS,,,,,,
5858,0.0,Paul Mitchell the School-Provo,0.15-0.19,0.05-0.09,8028.0,,,,,23104.0
5859,0.0,Arizona College of Nursing-Tampa,0.20-0.29,<=0.10,9500.0,30038.0,1.0,,0.6667,32840.0
5860,0.0,Arizona College of Nursing-Fort Lauderdale,0.20-0.29,<=0.10,9500.0,41981.0,1.0,,0.7143,32840.0
5861,0.0,Arizona College of Nursing-Tucson,0.20-0.29,<=0.10,9500.0,35415.0,1.0,,0.5556,32840.0
5862,0.0,Arizona College of Nursing-Phoenix,0.20-0.29,<=0.10,9500.0,37481.0,1.0,,0.6429,32840.0
5863,0.0,Empire Beauty School-Newport News,0.20-0.24,<=0.05,7706.0,,,,,20215.0
5864,0.0,Tricoci University of Beauty Culture-Normal,PS,PS,7307.0,,,,,19172.0
5865,0.0,Elite Welding Academy,PS,PS,9483.0,,,,,53375.0
5866,0.0,Paul Mitchell the School-Murfreesboro-Nashville,PS,PS,7917.0,,,,,22963.0
5867,0.0,Dorsey College-Woodhaven,0.30-0.39,<=0.10,9500.0,46809.0,,,,21514.0
5868,0.0,San Joaquin Valley College-Madera,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
5869,0.0,San Joaquin Valley College-Delano,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
5870,0.0,San Joaquin Valley College-Atascadero,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
5871,0.0,San Joaquin Valley College-Rancho Mirage,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
5872,0.0,San Joaquin Valley College-Santa Maria,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
5873,0.0,Advantage Technical College-Aguadilla,PS,PS,,,,,,23272.0
5874,0.0,San Joaquin Valley College-Porterville,0.23-0.24,0.05-0.06,9859.0,,,,,36007.0
5875,0.0,California University of Science and Medicine,PS,PS,,,,,,
5876,0.0,Ruben's Five Star Academy,PS,PS,,,,,,
5877,0.0,Mason Anthony School of Cosmetology Arts & Sciences,PS,PS,,,,,,
5878,0.0,California Institute of Arts & Technology-National City,PS,PS,6333.0,26286.0,,,,
5879,0.0,Triangle Tech-Chambersburg,PS,PS,12000.0,27787.0,,,,32045.0
5880,0.0,Provo College-Idaho Falls Campus,<=0.20,<=0.20,26063.0,32243.0,,,0.0,32673.0
5881,0.0,Eagle Gate College-Boise Campus,0.20-0.39,<=0.20,21750.0,36448.0,,,,36393.0
5882,0.0,Elite Welding Academy South Point,PS,PS,9483.0,,,,,53375.0
5883,0.0,Agape College of Business and Science,,,,14250.0,,,,
5884,0.0,Daybreak University,,,,,,,,
5885,0.0,Motion Picture Institute,,,,,0.8889,,,
5886,0.0,Zen Shiatsu Chicago,,,,,,,,
5887,0.0,The  Salon Professional Academy of Holland,,,,,,,,
5888,0.0,National Institute for Medical Assistant Advancement (NIMAA),,,,,0.4503,,,
5889,0.0,California Northstate University,,,,,0.9471,,1.0,
5890,0.0,Antigua College International,,,,25860.0,,,0.7619,
5891,0.0,Burlington County Institute of Technology-Adult Education,,,,,,,,
5892,0.0,Sri Sai Krish Institute,,,,,,,,
5893,0.0,Riggins Urban Barber College,,,,,,,,
5894,0.0,Hair Arts Institute,,,,,,,,
5895,0.0,Florida Academy of Nursing,,,,,,,1.0,
5896,0.0,Body Wisdom Massage Therapy School,,,,,,,,
5897,0.0,Lakewood University,,,,,,,,
5898,0.0,CTK Healthcare & Career Institute,,,,,,,,
5899,0.0,Aesthetics Institute,,,,,,,,
5900,0.0,Sierra Academy of Style,,,,,,,,
5901,0.0,Institute of Allied Healthcare,,,,,,,,
5902,0.0,NewU University,,,,,0.9041,,,
5903,0.0,Branford Academy of Hair & Cosmetology-Bridgeport,PS,PS,,,,,,
5904,0.0,United Education Institute-Las Vegas,0.30-0.39,<=0.10,9433.0,,,,,27374.0
5905,0.0,UEI College-Mesa,0.25-0.29,<=0.05,9500.0,,,,,29172.0
5906,0.0,Larry's Barber College-Joliet,PS,PS,,,,,,11598.0
5907,0.0,Herzing University-Tampa,0.15-0.16,0.03-0.04,11122.0,28645.0,0.9375,,1.0,35295.0
5908,0.0,Galen Health Institutes-Miami Campus,0.09-0.10,0.05-0.06,17365.0,,,,0.7143,58951.0
5909,0.0,Remington College-Online Dallas,0.27-0.28,0.03-0.04,9500.0,28335.0,,,0.8571,26884.0
5910,0.0,Abilene Christian University-Undergraduate Online,0.07-0.08,0.11-0.12,15977.0,19042.0,0.9915,,0.5217,46727.0
5911,0.0,Madera Community College,,,,10297.0,,,,
5912,0.0,Ogle School Hair Skin Nails-Willowbrook,0.20-0.29,<=0.10,7916.0,,,,,24378.0
5913,0.0,University of Silicon Andhra,,,,,,,,
5914,0.0,Galen Health Institutes-Austin Campus,0.09-0.10,0.05-0.06,17365.0,30546.0,,,0.0,58951.0
5915,0.0,Galen Health Institutes-Nashville Campus,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5916,0.0,Ohio Business College-Dayton-Driving Academy,0.20-0.39,<=0.20,10000.0,,,,,28337.0
5917,0.0,The Rapha School,,,,,,,,
5918,0.0,Academy of Allied Health Careers,,,,,,,,
5919,0.0,Mei Barber School,,,,,,,,
5920,0.0,Great Northern University,,,,30955.0,0.8571,,1.0,
5921,0.0,Salon Professional Academy-Elevate Salon Institute,PS,PS,6584.0,,,,,22621.0
5922,0.0,Arizona College of Nursing-Salt Lake City,0.20-0.29,<=0.10,9500.0,34085.0,1.0,,0.8,32840.0
5923,0.0,Arizona College-Glendale,0.20-0.29,<=0.10,9500.0,30327.0,,,,32840.0
5924,0.0,Universal Technical Institute-West Texas,0.26,0.07,11563.0,,,,,47254.0
5925,0.0,Avalon Institute-Las Vegas,0.20-0.24,0.05-0.09,6285.0,,,,,29562.0
5926,0.0,Medspa Academies-National Institute of Modern Aesthetics,PS,PS,9500.0,,,,,29969.0
5927,0.0,American Institute-Cherry Hill,0.20-0.29,<=0.10,9211.0,,,,,25543.0
5928,0.0,Glendale Career College-North-West College-Bakersfield,<=0.20,<=0.20,9319.0,,,,,38921.0
5929,0.0,Barber Education Academy,,,,,,,,
5930,0.0,Legends Barber College,,,,,,,,
5931,0.0,Academia Medical Institute,,,,26460.0,0.5109,,,
5932,0.0,Barbers Trade School,,,,,,,,
5933,0.0,Top of the Line Barber School,,,,,,,,
5934,0.0,Bridges Christian College,,,,20508.0,,,0.4,
5935,0.0,Kino College,,,,,,,,
5936,0.0,Salon Professional Academy,,,,,,,,
5937,0.0,Southern California College of Barber and Beauty,,,,,,,,
5938,0.0,Hello Gorgeous Barbers Stillwater's School of Barbering,,,,,,,,
5939,0.0,Jackson Theological Seminary,,,,,,,,
5940,0.0,Redeemers University North America,,,,10300.0,0.959,,,
5941,0.0,Personal Touch Beauty and Barber College,,,,,,,,
5942,0.0,Reach University,,,,24749.0,0.9848,,0.5758,
5943,0.0,Technology Learning Center,,,,,,,,
5944,0.0,California University-Silicon Valley,,,,,,,,
5945,0.0,Hair Academy,,,,,,,,
5946,0.0,Sweetwater Institute of Cosmetology,,,,,,,,
5947,0.0,Kansas Health Science Center,,,,,,,,
5948,0.0,Academy for Jewish Religion,,,,,,,,
5949,0.0,American College of Healthcare and Technology-Santa Ana,PS,PS,9500.0,,,,,29409.0
5950,0.0,Aviation Institute of Maintenance-Chicago,PS,PS,23500.0,22928.0,,,,42860.0
5951,0.0,Atlantis University-Florida Palms University,PS,PS,,,,,,
5952,0.0,Evangel University-College of Online Learning,0.05-0.09,0.10-0.14,19500.0,25014.0,0.9231,,0.0,39332.0
5953,0.0,Marian University-Ancilla,0.07-0.08,0.07-0.08,20458.0,37074.0,0.9518,,0.5,55704.0
5954,0.0,Spa Tech Institute-North Andover,0.10-0.19,0.10-0.19,6333.0,,,,,24126.0
5955,0.0,Aveda Arts & Sciences Institute Lafayette-Arlington,PS,PS,7344.0,,,,,19975.0
5956,0.0,Shawnee Beauty College-Academy of Cosmetology & Barbering,PS,PS,,,,,,16144.0
5957,0.0,Concorde Career College-Broadway,0.20-0.29,<=0.10,9500.0,,1.0,,,33845.0
5958,0.0,United Education Institute-Stone Mountain,0.20-0.39,<=0.20,9445.0,,,,,25820.0
5959,0.0,UEI College-Tacoma,0.30-0.39,<=0.10,9433.0,,,,,27374.0
5960,0.0,Montgomery Beauty School-Baltimore Beauty & Barber School,PS,PS,7709.0,,,,,15277.0
5961,0.0,Commonwealth of Puerto Rico Department of Education-PRAMI,PS,PS,,10888.0,,,,22824.0
5962,0.0,Universal Technical Institute-South Florida Miramar,0.24,0.07,11389.0,,,,,47320.0
5963,0.0,Arizona College of Nursing-Southfield,0.20-0.29,<=0.10,9500.0,41092.0,1.0,,,32840.0
5964,0.0,Galen Health Institutes-Sarasota,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5965,0.0,Galen Health Institutes-Gainesville,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5966,0.0,Galen Health Institutes-Richmond,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5967,0.0,Galen Health Institutes-Myrtle Beach,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5968,0.0,Galen Health Institutes-Asheville,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5969,0.0,Larkin University,,,,,,,,
5970,0.0,Pathways College-Arizona,,,,,,,,
5971,0.0,Pontifex University,,,,,,,,
5972,0.0,Xtylo Beauty College,PS,PS,,,,,,
5973,0.0,San Francisco School of Massage & Bodywork,,,,,,,,
5974,0.0,Chancellor Institute,,,,,,,,
5975,0.0,The Salon Professional Academy,,,,,,,,
5976,0.0,Studio 75 Hair Academy,,,,,,,,
5977,0.0,Commercial Diving Technologies Institute,,,,,,,,
5978,0.0,Boone Career and Technical Center,,,,,,,,
5979,0.0,Edge Academy of Beauty,,,,,,,,
5980,0.0,Premier Barber School,,,,,,,,
5981,0.0,Arizona College of Nursing-Falls Church,0.20-0.29,<=0.10,9500.0,,1.0,,,32840.0
5982,0.0,Arizona College of Nursing-Ontario,0.20-0.29,<=0.10,9500.0,,1.0,,,32840.0
5983,0.0,National Tractor Trailer School,0.20-0.39,<=0.20,6365.0,,1.0,,,45254.0
5984,0.0,Galen Health Institutes-Houston,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5985,0.0,Galen Health Institutes-Pikeville,0.09-0.10,0.05-0.06,17365.0,,,,,58951.0
5986,0.0,Stellar Career College,PS,PS,,,,,,36539.0
5987,0.0,Commonwealth University of Pennsylvania,0.10,0.09,21495.0,24881.0,0.9396,0.4386,0.7397,44053.0
5988,0.0,Pennsylvania Western University,0.10,0.08,18500.0,25365.0,0.9362,0.3889,0.6994,38474.0
5989,,Troy University-Phenix City Campus,0.11,0.03,17750.0,,,,,39392.0
5990,,Troy University-Montgomery Campus,0.11,0.03,17750.0,,,,,39392.0
5991,,Troy University-Dothan Campus,0.11,0.03,17750.0,,,,,39392.0
5992,,Troy University-Online,0.11,0.03,17750.0,,,,,39392.0
5993,,Troy University-Support Sites,0.11,0.03,17750.0,,,,,39392.0
5994,,Arizona State University-West,0.08,0.13,14713.0,,,,,52843.0
5995,,Arizona State University-Polytechnic,0.08,0.13,14713.0,,,,,52843.0
5996,,Arizona State University-Downtown Phoenix,0.08,0.13,14713.0,,,,,52843.0
5997,,Arizona State University - Tucson,0.08,0.13,14713.0,,,,,52843.0
5998,,Arizona State University - Lake Havasu,0.08,0.13,14713.0,,,,,52843.0
5999,,Arizona State University - The Gila Valley,0.08,0.13,14713.0,,,,,52843.0
6000,,Arizona State University - Yuma,0.08,0.13,14713.0,,,,,52843.0
6001,,Arizona State University - Pinal,0.08,0.13,14713.0,,,,,52843.0
6002,,Arizona State University - Cochise,0.08,0.13,14713.0,,,,,52843.0
6003,,Arizona State University - Yavapai,0.08,0.13,14713.0,,,,,52843.0
6004,,Arizona State University - Pima,0.08,0.13,14713.0,,,,,52843.0
6005,,Arizona State University - Washington D.C.,0.08,0.13,14713.0,,,,,52843.0
6006,,Arizona State University - Northeastern Arizona,0.08,0.13,14713.0,,,,,52843.0
6007,,Arizona State University - Mesa City Center,0.08,0.13,14713.0,,,,,52843.0
6008,,Arkansas College of Barbering and Hair Design,PS,PS,,,,,,16624.0
6009,,Harding School of Theology,0.06,0.12,25000.0,,,,,43555.0
6010,,Career Academy of Hair Design-Siloam Springs,PS,PS,5511.0,,,,,18556.0
6011,,Career Academy of Hair Design-Rogers,PS,PS,5511.0,,,,,18556.0
6012,,Career Academy of Hair Design-Fayetteville,PS,PS,5511.0,,,,,18556.0
6013,,Career Academy of Hair Design - Fort Smith,PS,PS,5511.0,,,,,18556.0
6014,,University of Arkansas Community College at Hope - Texarkana,PS,PS,,,,,,30007.0
6015,,Alliant International University-Fresno,0.03-0.04,0.07-0.08,14000.0,,,,,47218.0
6016,,Alliant International University-Los Angeles,0.03-0.04,0.07-0.08,14000.0,,,,,47218.0
6017,,Alliant International University-San Francisco Bay Area,0.03-0.04,0.07-0.08,14000.0,,,,,47218.0
6018,,Alliant International University-Irvine,0.03-0.04,0.07-0.08,14000.0,,,,,47218.0
6019,,Alliant International University-Sacramento,0.03-0.04,0.07-0.08,14000.0,,,,,47218.0
6020,,San Jose Campus,<=0.20,<=0.20,,,,,,
6021,,Golden Gate University-Seattle,0.05-0.06,0.13-0.14,23000.0,,,,,81704.0
6022,,Golden Gate University-Silicon Valley,0.05-0.06,0.13-0.14,23000.0,,,,,81704.0
6023,,Humphreys College-Modesto,<=0.20,<=0.20,25529.0,,,,,40569.0
6024,,TONI&GUY Hairdressing Academy - Costa Mesa,<=0.20,<=0.20,10556.0,,,,,23872.0
6025,,IDEA at ATEP,PS,PS,4750.0,,,,,35124.0
6026,,Life Pacific University-Virginia,0.10-0.19,0.10-0.19,16284.0,,,,,35814.0
6027,,MiraCosta College - San Elijo Campus,PS,PS,9500.0,,,,,37965.0
6028,,Mount Saint Mary's University - Doheny Campus,0.05-0.06,0.09-0.10,24250.0,,,,,61335.0
6029,,San Diego State University-Imperial Valley Campus,0.04,0.18,12500.0,,,,,52620.0
6030,,San Joaquin General Hospital School of Radiation Technology,0.20-0.39,PS,7500.0,,,,,33920.0
6031,,Jesuit School of Theology of Santa Clara University,<=0.02,0.29-0.30,18204.0,,,,,91198.0
6032,,Thomas Aquinas College - New England,<=0.20,0.20-0.39,18000.0,,,,,40605.0
6033,,Victor Valley Community College - Aviation Technology,PS,PS,,,,,,30153.0
6034,,Wright Institute (The) -,<=0.20,<=0.20,,,,,,
6035,,Colorado Technical University-Denver South,0.24,0.03,12051.0,,,,,30406.0
6036,,Denver Seminary - Washington DC,<=0.10,0.10-0.19,,,,,,
6037,,Otero College - La Junta High School,<=0.20,<=0.20,6146.0,,,,,34087.0
6038,,Goodwin University - Bridgeport Campus,0.13-0.14,0.05-0.06,14250.0,,,,,40230.0
6039,,Three Rivers Community College - York Correctional Institution,<=0.20,<=0.20,7712.0,,,,,33193.0
6040,,Porter and Chester Institute of Enfield,0.33-0.34,0.07-0.08,9500.0,,,,,37807.0
6041,,Porter and Chester Institute of Waterbury,0.33-0.34,0.07-0.08,9500.0,,,,,37807.0
6042,,Porter and Chester Institute of Worcester,0.33-0.34,0.07-0.08,9500.0,,,,,37807.0
6043,,Porter and Chester Institute - New London,0.33-0.34,0.07-0.08,9500.0,,,,,37807.0
6044,,Porter and Chester Institute - Brockton,0.33-0.34,0.07-0.08,9500.0,,,,,37807.0
6045,,Porter and Chester Institute - Chicopee,0.33-0.34,0.07-0.08,9500.0,,,,,37807.0
6046,,Delaware Technical Community College-Owens,0.13-0.14,0.11-0.12,5500.0,,,,,35336.0
6047,,Delaware Technical Community College-Stanton/Wilmington,0.13-0.14,0.11-0.12,5500.0,,,,,35336.0
6048,,Barry University Law School,0.07,0.05,15750.0,,,,,47637.0
6049,,Keiser University-Melbourne,0.15,0.04,14084.0,,,,,37447.0
6050,,Keiser University-Tallahassee,0.15,0.04,14084.0,,,,,37447.0
6051,,Keiser University-Daytona,0.15,0.04,14084.0,,,,,37447.0
6052,,Keiser University-Lakeland,0.15,0.04,14084.0,,,,,37447.0
6053,,Keiser University- Miami,0.15,0.04,14084.0,,,,,37447.0
6054,,Keiser University-Orlando,0.15,0.04,14084.0,,,,,37447.0
6055,,Keiser University-Sarasota,0.15,0.04,14084.0,,,,,37447.0
6056,,Keiser University-Jacksonville,0.15,0.04,14084.0,,,,,37447.0
6057,,Keiser University-Tampa,0.15,0.04,14084.0,,,,,37447.0
6058,,Keiser University-Pembroke Pines,0.15,0.04,14084.0,,,,,37447.0
6059,,Keiser University-Port St Lucie,0.15,0.04,14084.0,,,,,37447.0
6060,,Keiser University-West Palm Beach,0.15,0.04,14084.0,,,,,37447.0
6061,,Keiser University-Ft Myers,0.15,0.04,14084.0,,,,,37447.0
6062,,Keiser University -  Clearwater,0.15,0.04,14084.0,,,,,37447.0
6063,,Keiser University - New Port Richey,0.15,0.04,14084.0,,,,,37447.0
6064,,Keiser University - Residential (Flagship),0.15,0.04,14084.0,,,,,37447.0
6065,,Maynard A. Traviss Technical College - Central Florida Aerospace Academy,PS,PS,,,,,,34550.0
6066,,Miami Lakes Educational Center and Technical College -,PS,PS,,,,,,30120.0
